Date,Open,High,Low,Close,Volume
2023-11-21,501.260009765625,505.1700134277344,492.2200012207031,499.44000244140625,56574700
2023-11-22,498.5199890136719,503.3500061035156,476.8999938964844,487.1600036621094,89942000
2023-11-24,484.70001220703125,489.2099914550781,477.45001220703125,477.760009765625,29464500
2023-11-27,478.0,485.29998779296875,476.5199890136719,482.4200134277344,39566200
2023-11-28,482.3599853515625,483.2300109863281,474.7300109863281,478.2099914550781,40149100
2023-11-29,483.7900085449219,487.6199951171875,478.6000061035156,481.3999938964844,38200500
2023-11-30,480.239990234375,481.1000061035156,464.2200012207031,467.70001220703125,52624700
2023-12-01,465.25,472.0,461.8699951171875,467.6499938964844,36880900
2023-12-04,460.7699890136719,460.7699890136719,450.1000061035156,455.1000061035156,43754300
2023-12-05,454.6600036621094,466.0,452.7099914550781,465.6600036621094,37171800
2023-12-06,472.1499938964844,473.8699951171875,454.1199951171875,455.0299987792969,38059000
2023-12-07,457.0,466.2900085449219,456.0400085449219,465.9599914550781,35082300
2023-12-08,465.95001220703125,477.4100036621094,465.5,475.05999755859375,35880300
2023-12-11,474.9100036621094,475.30999755859375,458.29998779296875,466.2699890136719,50972800
2023-12-12,460.4599914550781,476.6600036621094,460.4599914550781,476.57000732421875,37238700
2023-12-13,476.2900085449219,485.94000244140625,476.0799865722656,480.8800048828125,44779200
2023-12-14,483.8999938964844,486.70001220703125,474.2200012207031,483.5,39123200
2023-12-15,481.94000244140625,494.0400085449219,481.20001220703125,488.8999938964844,47947800
2023-12-18,494.0,504.3299865722656,491.5,500.7699890136719,41258700
2023-12-19,494.239990234375,497.0,488.95001220703125,496.0400085449219,46444400
2023-12-20,496.54998779296875,499.989990234375,480.9800109863281,481.1099853515625,39789400
2023-12-21,488.1099853515625,490.95001220703125,484.19000244140625,489.8999938964844,30042500
2023-12-22,491.95001220703125,493.8299865722656,484.6700134277344,488.29998779296875,25213900
2023-12-26,489.67999267578125,496.0,489.6000061035156,492.7900085449219,24420000
2023-12-27,495.1099853515625,496.79998779296875,490.8500061035156,494.1700134277344,23364800
2023-12-28,496.42999267578125,498.8399963378906,494.1199951171875,495.2200012207031,24658700
2023-12-29,498.1300048828125,499.9700012207031,487.510009765625,495.2200012207031,38869000
2024-01-02,492.44000244140625,492.95001220703125,475.95001220703125,481.67999267578125,41125400
2024-01-03,474.8500061035156,481.8399963378906,473.20001220703125,475.69000244140625,32089600
2024-01-04,477.6700134277344,485.0,475.0799865722656,479.9800109863281,30653500
